order_id,customer_name,city,product_category,amount,order_date
35724,Bimala Swaminathan,Bangalore,Accessories,48471.5,2025-01-21 05:58:29.235123
35725,Vrinda Verma,,Sports,66001.51,2024-06-21 05:58:29.235123
35726,Ikshita Shankar,Mumbai,Electronics,38791.73,2024-04-07 05:58:29.235123
35727,Bakhshi Chatterjee,Kolkata,Sports,7780.82,2026-03-18 05:58:29.235123
35728,Hitesh Kumer,Ahmedabad,Home,91949.79,2025-12-04 05:58:29.235123
35729,Krishna Narasimhan,Ahmedabad,Accessories,96172.63,2025-09-11 05:58:29.235123
35730,Arin Modi,Kolkata,Home,52745.83,2025-06-23 05:58:29.235123
35731,Chaitanya Rattan,Pune,Home,33105.84,2024-12-22 05:58:29.235123
35732,Yashasvi Gulati,Surat,Sports,9525.11,2025-05-24 05:58:29.235123
35733,Jeevika Divan,Chennai,Electronics,17930.74,2025-01-13 05:58:29.235123
35734,Tamanna Jha,Surat,Electronics,68178.99,2024-11-24 05:58:29.235123
35735,Dominic Bali,Mumbai,Sports,54201.2,2025-05-27 05:58:29.235123
35736,Elijah Dugar,Bangalore,Electronics,59640.51,2024-11-08 05:58:29.235123
35737,Balvan Krish,Hyderabad,Accessories,65513.61,2025-03-21 05:58:29.235123
35738,Yashvi Srivastava,Kolkata,Accessories,77969.44,2024-04-02 05:58:29.235123
35739,Tripti Thaman,Surat,Home,81886.14,2024-12-06 05:58:29.235123
35740,Deepa Yohannan,Surat,Electronics,55446.3,2024-10-18 05:58:29.235123
35741,Mohammed Goyal,Delhi,Accessories,36526.45,2025-10-09 05:58:29.235123
35742,Maanas Puri,Ahmedabad,Accessories,53716.08,2025-03-27 05:58:29.235123
35743,Vaishnavi Desai,Bangalore,Electronics,8496.82,2024-06-07 05:58:29.235123
35744,Nandini Sankar,,Sports,8849.8,2024-09-10 05:58:29.235123
35745,Brinda Sem,,Sports,60056.32,2025-02-03 05:58:29.235123
35746,Hemal Dayal,Pune,Sports,53207.1,2025-10-06 05:58:29.235123
35747,Ekantika Chad,Hyderabad,Electronics,47601.85,2024-11-10 05:58:29.235123
35748,Yoshita Sarma,Bangalore,Accessories,79581.69,2024-09-05 05:58:29.235123
35749,Faras Parmer,Delhi,Electronics,74869.15,2024-04-10 05:58:29.235123
35750,Bhavya Kalla,Hyderabad,Accessories,93168.62,2025-02-05 05:58:29.235123
35751,Sanaya Keer,Delhi,Electronics,86621.21,2026-01-18 05:58:29.235123
35752,Owen Raj,Ahmedabad,Accessories,21006.69,2025-01-05 05:58:29.235123
35753,Nicholas Kaul,Mumbai,Electronics,27289.16,2024-10-28 05:58:29.235123
35754,Anirudh Sani,,Electronics,79821.96,2024-12-03 05:58:29.235123
35755,Nitesh Dar,Chennai,Electronics,21453.21,2024-06-06 05:58:29.235123
35756,Frederick Kannan,Ahmedabad,Electronics,71785.85,2025-10-05 05:58:29.235123
35757,Pallavi Natarajan,Mumbai,Home,33117.78,2026-02-07 05:58:29.235123
35758,Warinder Sidhu,Hyderabad,Accessories,99462.4,2024-08-13 05:58:29.235123
35759,Xavier Raghavan,Chennai,Sports,20385.58,2025-06-16 05:58:29.235123
35760,Ekapad Kara,Delhi,Home,26873.32,2025-05-07 05:58:29.235123
35761,Orinder Nagi,Ahmedabad,Accessories,76447.8,2024-05-04 05:58:29.235123
35762,Irya Madan,Hyderabad,Accessories,34410.36,2025-02-28 05:58:29.235123
35763,Amaira Mani,Surat,Accessories,13985.81,2024-10-26 05:58:29.235123
35764,Kala Varty,Mumbai,Home,72717.55,2025-12-13 05:58:29.235123
35765,Isaiah Ramakrishnan,Mumbai,Sports,10730.02,2026-02-13 05:58:29.235123
35766,Raksha Bahl,Mumbai,Home,70311.46,2025-11-27 05:58:29.235123
35767,Chaaya Venkatesh,Hyderabad,Electronics,93387.17,2024-05-27 05:58:29.235123
35768,Aradhana Lala,Mumbai,Home,88520.49,2025-10-08 05:58:29.235123
35769,Pranit Saran,Chennai,Home,75821.47,2025-10-03 05:58:29.235123
35770,Upasna Madan,Pune,Accessories,38678.38,2026-01-20 05:58:29.235123
35771,Yahvi Basak,Ahmedabad,Home,97221.49,2025-06-09 05:58:29.235123
35772,Sanaya Ahluwalia,Surat,Sports,17651.11,2025-01-12 05:58:29.235123
35773,Ishita Banik,Surat,Sports,65728.48,2024-12-01 05:58:29.235123
35774,Nicholas Sha,Delhi,Accessories,90193.88,2024-05-23 05:58:29.235123
35775,Oscar Dhar,Hyderabad,Accessories,75793.14,2025-11-27 05:58:29.235123
35776,Finn Subramanian,Ahmedabad,Sports,16310.96,2025-09-04 05:58:29.235123
35777,Anay Anand,Kolkata,Electronics,97351.61,2025-10-15 05:58:29.235123
35778,Chandresh Atwal,Kolkata,Accessories,58581.72,2025-09-17 05:58:29.235123
35779,Adweta Rajan,Bangalore,Accessories,74275.58,2025-05-06 05:58:29.235123
35780,Ikshita Bali,Ahmedabad,Electronics,44015.64,2025-05-24 05:58:29.235123
35781,Reyansh Kamdar,Hyderabad,Sports,7863.96,2026-02-04 05:58:29.235123
35782,Dakshesh Bhardwaj,Kolkata,Home,86958.66,2025-12-01 05:58:29.235123
35783,Amaira Shroff,Ahmedabad,Accessories,51342.47,2024-07-11 05:58:29.235123
35784,Quincy Wali,Pune,Sports,57137.25,2025-07-26 05:58:29.235123
35785,Manthan Ghose,Kolkata,Accessories,5081.78,2025-07-17 05:58:29.235123
35786,Vansha Parmar,Ahmedabad,Home,73434.4,2025-09-30 05:58:29.235123
35787,Thomas Nigam,Surat,Home,35352.83,2026-01-12 05:58:29.235123
35788,Maya Gole,Chennai,Home,85634.43,2024-10-14 05:58:29.235123
35789,Lakshit Ratti,Hyderabad,Accessories,19610.41,2024-03-29 05:58:29.235123
35790,Aadhya Parmer,Mumbai,Sports,32174.37,2024-05-03 05:58:29.235123
35791,Janani Rai,Surat,Home,5047.21,2026-01-09 05:58:29.235123
35792,Karan Balasubramanian,Pune,Home,87110.68,2025-01-27 05:58:29.235123
35793,Zilmil Misra,Hyderabad,Accessories,38932.96,2025-11-28 05:58:29.235123
35794,Ayush Mukhopadhyay,Bangalore,Accessories,81183.08,2025-12-26 05:58:29.235123
35795,Januja Aurora,Chennai,Accessories,98701.76,2026-01-18 05:58:29.235123
35796,Viraj Suri,Hyderabad,Home,19411.64,2026-01-13 05:58:29.235123
35797,Indira Toor,Ahmedabad,Home,28562.82,2024-10-24 05:58:29.235123
35798,Praneel Cherian,Pune,Sports,81389.56,2024-10-15 05:58:29.235123
35799,Qushi Gera,Bangalore,Home,13002.72,2024-08-13 05:58:29.235123
35800,Guneet Rana,Mumbai,Home,55608.99,2024-09-01 05:58:29.235123
35801,Theodore Varghese,Ahmedabad,Sports,39017.67,2024-09-08 05:58:29.235123
35802,Bhavini Prakash,Chennai,Home,94090.62,2025-07-18 05:58:29.235123
35803,Bachittar Bajwa,Mumbai,Sports,58852.26,2024-11-26 05:58:29.235123
35804,Veer Raval,Mumbai,Sports,73986.67,2025-03-30 05:58:29.235123
35805,Aashi Agrawal,Pune,Home,54155.2,2024-12-16 05:58:29.235123
35806,Warjas Sathe,Hyderabad,Accessories,23552.64,2026-01-06 05:58:29.235123
35807,Baghyawati Chakrabarti,Surat,Home,14841.29,2025-11-21 05:58:29.235123
35808,Harshil Randhawa,Delhi,Accessories,28073.26,2024-04-23 05:58:29.235123
35809,Avni Desai,Hyderabad,Electronics,80805.16,2025-01-09 05:58:29.235123
35810,Shravya D’Alia,Surat,Accessories,46381.02,2025-06-04 05:58:29.235123
35811,Balhaar Narayanan,Surat,Electronics,4885.38,2025-02-27 05:58:29.235123
35812,Chanchal Subramaniam,Chennai,Sports,56745.34,2026-02-10 05:58:29.235123
35813,Triya Chauhan,Bangalore,Sports,57050.45,2024-07-22 05:58:29.235123
35814,Ojas Choudhary,Hyderabad,Sports,35029.16,2024-07-20 05:58:29.235123
35815,Nidhi Setty,Bangalore,Accessories,60824.77,2024-05-26 05:58:29.235123
35816,Dev Kothari,Delhi,Electronics,7092.93,2025-07-22 05:58:29.235123
35817,Janani Ahluwalia,Hyderabad,Home,64566.55,2026-01-16 05:58:29.235123
35818,Yasti Dora,Kolkata,Accessories,1510.37,2025-10-31 05:58:29.235123
35819,Aarush Jani,Pune,Sports,76160.02,2024-09-06 05:58:29.235123
35820,Dalaja Pathak,Hyderabad,Sports,94233.32,2026-03-09 05:58:29.235123
35821,Parth Bail,Mumbai,Accessories,1796.39,2025-01-04 05:58:29.235123
35822,Rayaan Dara,Ahmedabad,Home,54170.05,2024-04-24 05:58:29.235123
35823,Mahika Ramachandran,Delhi,Sports,14614.21,2025-01-07 05:58:29.235123
35824,Amol Nagar,Pune,Home,6017.09,2024-12-20 05:58:29.235123
35825,Adya Shukla,Mumbai,Home,81933.72,2025-11-10 05:58:29.235123
35826,Zilmil Dhar,Ahmedabad,Accessories,57852.16,2024-08-26 05:58:29.235123
35827,Warhi Dave,Hyderabad,Sports,27662.09,2024-12-27 05:58:29.235123
35828,Aadi Tara,Bangalore,Sports,92941.45,2025-10-03 05:58:29.235123
35829,Ethan Kohli,Ahmedabad,Accessories,52521.72,2026-03-15 05:58:29.235123
35830,Sudiksha Hans,Bangalore,Accessories,40980.81,2024-05-21 05:58:29.235123
35831,Arin Shukla,Surat,Sports,10710.98,2025-08-31 05:58:29.235123
35832,Theodore Krishnamurthy,,Home,32732.56,2025-07-06 05:58:29.235123
35833,Shivani Chanda,Bangalore,Accessories,71824.11,2025-04-29 05:58:29.235123
35834,Bishakha Shankar,Ahmedabad,Home,31075.1,2024-05-09 05:58:29.235123
35835,Yadavi Nair,Ahmedabad,Electronics,8097.72,2025-04-16 05:58:29.235123
35836,Idika Ramachandran,Kolkata,Accessories,51416.93,2025-07-29 05:58:29.235123
35837,Hemang Natarajan,Ahmedabad,Accessories,33689.81,2024-06-30 05:58:29.235123
35838,Kavya Karan,Pune,Accessories,66870.32,2024-10-18 05:58:29.235123
35839,Anirudh Memon,Bangalore,Home,85148.76,2024-07-02 05:58:29.235123
35840,Turvi Dani,Hyderabad,Accessories,28847.19,2024-09-24 05:58:29.235123
35841,Eshana Ramesh,Surat,Electronics,27205.17,2024-07-07 05:58:29.235123
35842,Nimrat Ravi,Pune,Sports,46340.75,2024-08-14 05:58:29.235123
35843,Sudiksha Karan,Kolkata,Sports,73777.46,2025-05-28 05:58:29.235123
35844,Aarav Agate,Surat,Sports,64816.0,2024-05-05 05:58:29.235123
35845,Eshana Gole,Surat,Home,49972.68,2024-11-07 05:58:29.235123
35846,Hitesh Mutti,Ahmedabad,Sports,55453.77,2024-09-18 05:58:29.235123
35847,Abdul Bumb,Mumbai,Sports,1497.23,2025-04-05 05:58:29.235123
35848,Vincent Nadig,Chennai,Accessories,3715.83,2025-05-03 05:58:29.235123
35849,Yashica Choudhry,Ahmedabad,Home,32312.9,2024-07-18 05:58:29.235123
35850,Zayyan Dora,Kolkata,Home,3131.33,2024-05-03 05:58:29.235123
35851,Hemal Dalal,Hyderabad,Sports,81536.09,2025-07-11 05:58:29.235123
35852,Dalaja Badami,Surat,Accessories,80911.1,2025-06-22 05:58:29.235123
35853,Chatura Natarajan,Mumbai,Electronics,89825.08,2025-12-29 05:58:29.235123
35854,Champak Batra,Hyderabad,Sports,49446.44,2025-03-31 05:58:29.235123
35855,Elijah Khurana,Hyderabad,Sports,28848.69,2025-03-28 05:58:29.235123
35856,Yashica Sankaran,Delhi,Home,4490.5,2024-09-09 05:58:29.235123
35857,Qadim Mammen,Bangalore,Sports,75097.56,2025-10-23 05:58:29.235123
35858,Nathan Sastry,Bangalore,Accessories,16085.85,2024-10-24 05:58:29.235123
35859,Lakshit Dey,Kolkata,Sports,90757.07,2025-10-22 05:58:29.235123
35860,Bhavini Pandya,Ahmedabad,Home,18946.1,2026-01-06 05:58:29.235123
35861,Daksha Rout,Delhi,Electronics,30097.27,2024-12-28 05:58:29.235123
35862,Kamya Bumb,,Accessories,51264.5,2024-08-20 05:58:29.235123
35863,Arya Pathak,Surat,Accessories,69991.5,2025-08-27 05:58:29.235123
35864,William Barman,Pune,Accessories,50189.06,2026-01-25 05:58:29.235123
35865,Idika Edwin,Pune,Electronics,76791.47,2026-03-01 05:58:29.235123
35866,Urvi Bakshi,Delhi,Electronics,6332.72,2024-09-24 05:58:29.235123
35867,Ishwar Ganguly,Bangalore,Sports,49410.18,2026-01-10 05:58:29.235123
35868,Gabriel Datta,Pune,Accessories,3995.41,2025-09-05 05:58:29.235123
35869,Krishna More,Bangalore,Accessories,69743.53,2025-02-11 05:58:29.235123
35870,Chakradev Nair,Ahmedabad,Accessories,33597.31,2024-09-12 05:58:29.235123
35871,Kalpit Mittal,Chennai,Home,61776.43,2024-09-04 05:58:29.235123
35872,Warda Lad,Hyderabad,Electronics,92296.42,2024-04-12 05:58:29.235123
35873,Krish Dasgupta,Surat,Sports,29694.48,2025-01-05 05:58:29.235123
35874,Vasudha Madan,Delhi,Accessories,21314.57,2025-07-22 05:58:29.235123
35875,Ekavir Ben,Bangalore,Sports,12729.02,2025-07-04 05:58:29.235123
35876,Dominic Balan,Hyderabad,Accessories,79934.98,2025-02-16 05:58:29.235123
35877,Jyoti Goel,Pune,Sports,22798.83,2024-03-27 05:58:29.235123
35878,Yashasvi Pradhan,Chennai,Home,91679.38,2025-07-07 05:58:29.235123
35879,Tanmayi Tak,Chennai,Electronics,55192.81,2025-06-18 05:58:29.235123
35880,Jeremiah Cheema,Ahmedabad,Electronics,11709.06,2024-06-27 05:58:29.235123
35881,Arin Sagar,Surat,Electronics,56434.34,2025-07-14 05:58:29.235123
35882,Vasana Varghese,Pune,Accessories,1199.78,2026-02-03 05:58:29.235123
35883,Anirudh Krishna,Bangalore,Accessories,36769.36,2024-07-02 05:58:29.235123
35884,Dhriti Mall,Hyderabad,Electronics,56083.36,2024-11-25 05:58:29.235123
35885,Warjas Dixit,Mumbai,Electronics,61150.59,2026-01-02 05:58:29.235123
35886,Owen Nagi,Chennai,Sports,1893.3,2024-03-20 05:58:29.235123
35887,Ridhi Gopal,Surat,Electronics,12812.49,2025-08-11 05:58:29.235123
35888,Yadavi Tailor,Bangalore,Sports,1127.04,2025-02-06 05:58:29.235123
35889,Bhavika Sankar,,Sports,91862.33,2024-06-10 05:58:29.235123
35890,Christopher Khatri,,Accessories,86645.38,2024-06-07 05:58:29.235123
35891,Ronith Ravi,Pune,Sports,79692.02,2025-05-03 05:58:29.235123
35892,Oeshi Bora,Kolkata,Accessories,92197.17,2025-07-31 05:58:29.235123
35893,Vincent Ben,Bangalore,Electronics,52178.82,2025-10-24 05:58:29.235123
35894,Kamala Banik,Hyderabad,Sports,29726.86,2024-06-27 05:58:29.235123
35895,Jai Bath,Pune,Home,38817.18,2024-10-08 05:58:29.235123
35896,Prisha Majumdar,Pune,Home,83868.84,2024-07-20 05:58:29.235123
35897,Mohini Gala,Ahmedabad,Accessories,9528.93,2024-04-23 05:58:29.235123
35898,Onkar Chhabra,Mumbai,Sports,35636.9,2026-01-23 05:58:29.235123
35899,Balendra Chawla,Kolkata,Sports,29799.1,2025-02-06 05:58:29.235123
35900,Lekha Karnik,Delhi,Sports,42066.36,2024-10-07 05:58:29.235123
35901,Omkaar Rai,Hyderabad,Home,15089.05,2024-08-16 05:58:29.235123
35902,Chandresh Brar,Bangalore,Electronics,47795.1,2025-09-09 05:58:29.235123
35903,Imaran Gour,Bangalore,Sports,12011.64,2025-06-18 05:58:29.235123
35904,Barkha Sahota,Chennai,Electronics,42304.73,2024-11-15 05:58:29.235123
35905,Megha Bose,Ahmedabad,Accessories,20539.61,2025-08-06 05:58:29.235123
35906,Warjas Majumdar,Ahmedabad,Sports,11224.79,2026-03-05 05:58:29.235123
35907,Adweta Kalita,Ahmedabad,Home,94992.1,2025-11-18 05:58:29.235123
35908,Onkar Panchal,Bangalore,Sports,34740.19,2026-03-03 05:58:29.235123
35909,Guneet Dara,Kolkata,Accessories,86012.75,2024-08-20 05:58:29.235123
35910,Harsh Shenoy,Pune,Accessories,60908.24,2025-10-11 05:58:29.235123
35911,Saanvi Dar,Surat,Accessories,98444.32,2024-09-05 05:58:29.235123
35912,Yashoda Kapur,Mumbai,Sports,9569.33,2025-02-17 05:58:29.235123
35913,Varenya Venkataraman,Hyderabad,Home,48908.69,2024-06-30 05:58:29.235123
35914,Faraj Devan,Ahmedabad,Electronics,73222.74,2024-06-11 05:58:29.235123
35915,Amaira Sastry,Kolkata,Home,89174.31,2024-06-18 05:58:29.235123
35916,Naveen Sagar,Bangalore,Accessories,508.33,2024-09-05 05:58:29.235123
35917,Eta Deep,Pune,Electronics,29533.9,2025-10-06 05:58:29.235123
35918,Ishaan Sha,Surat,Sports,52200.29,2025-08-30 05:58:29.235123
35919,Urishilla Saraf,Bangalore,Sports,77836.54,2026-02-01 05:58:29.235123
35920,Jai Basu,Pune,Home,60324.57,2026-01-16 05:58:29.235123
35921,Raagini Nadkarni,Kolkata,Sports,83312.23,2025-03-08 05:58:29.235123
35922,Chaitaly Amble,Kolkata,Electronics,73340.9,2025-08-20 05:58:29.235123
35923,Eta Anne,Pune,Home,45641.29,2025-09-06 05:58:29.235123
35924,Ronith Dey,Chennai,Home,36255.53,2026-02-16 05:58:29.235123
35925,Manbir Tara,Mumbai,Accessories,42851.67,2025-07-13 05:58:29.235123
35926,Veda Nadkarni,Bangalore,Electronics,9153.3,2025-06-15 05:58:29.235123
35927,Matthew Mahal,Bangalore,Electronics,12588.72,2024-05-11 05:58:29.235123
35928,Vyanjana Sethi,Hyderabad,Sports,78239.58,2024-08-06 05:58:29.235123
35929,Geetika Sule,Chennai,Electronics,40312.21,2026-02-08 05:58:29.235123
35930,Daksha Mandal,Surat,Sports,73637.74,2024-07-10 05:58:29.235123
35931,Shaurya Chad,Kolkata,Accessories,32416.98,2024-06-08 05:58:29.235123
35932,Megha Virk,Ahmedabad,Home,17142.15,2024-11-04 05:58:29.235123
35933,Ekapad Jayaraman,Pune,Electronics,80087.81,2025-08-19 05:58:29.235123
35934,Gagan Chandran,Bangalore,Electronics,5637.02,2025-06-08 05:58:29.235123
35935,Noah Raman,Kolkata,Home,65375.91,2024-04-02 05:58:29.235123
35936,Vedhika Dewan,Mumbai,Electronics,42460.72,2026-02-09 05:58:29.235123
35937,Krishna Ahluwalia,Kolkata,Accessories,92945.31,2024-03-30 05:58:29.235123
35938,Ayushman Lad,Bangalore,Accessories,57171.99,2025-02-21 05:58:29.235123
35939,Radhika Pillay,Kolkata,Home,33409.22,2026-02-08 05:58:29.235123
35940,Ekbal Chada,Mumbai,Electronics,13250.2,2024-10-27 05:58:29.235123
35941,Zarna Shetty,Surat,Home,54381.47,2025-03-26 05:58:29.235123
35942,Parth Srivastava,Pune,Sports,28312.21,2024-03-20 05:58:29.235123
35943,Upadhriti Andra,Kolkata,Accessories,11257.76,2024-09-01 05:58:29.235123
35944,Vihaan Sundaram,Hyderabad,Electronics,60378.62,2025-07-15 05:58:29.235123
35945,Jairaj Natarajan,Chennai,Accessories,31003.2,2024-04-05 05:58:29.235123
35946,Ekani Sibal,Pune,Accessories,96233.56,2024-12-08 05:58:29.235123
35947,Bhavna Krish,Kolkata,Electronics,68506.17,2024-04-28 05:58:29.235123
35948,Chatresh Dasgupta,Pune,Home,98795.52,2025-02-09 05:58:29.235123
35949,Amara Wason,Kolkata,Accessories,45018.24,2025-01-25 05:58:29.235123
35950,Ishani Rana,,Sports,91365.03,2025-07-02 05:58:29.235123
35951,Siya Bath,Hyderabad,Electronics,9117.68,2025-11-04 05:58:29.235123
35952,Warda Chander,Bangalore,Electronics,61643.09,2025-03-12 05:58:29.235123
35953,Vasatika Bedi,Hyderabad,Accessories,80057.98,2024-04-23 05:58:29.235123
35954,Umang Sem,Mumbai,Sports,79167.09,2026-01-08 05:58:29.235123
35955,Harsh Venkatesh,Delhi,Accessories,8630.21,2024-05-15 05:58:29.235123
35956,Nakul Khosla,Hyderabad,Home,60722.0,2025-06-04 05:58:29.235123
35957,Arjun Boase,Hyderabad,Electronics,92180.86,2025-01-06 05:58:29.235123
35958,Nandini Nadig,Chennai,Home,620.63,2024-04-08 05:58:29.235123
35959,Qasim Date,Kolkata,Electronics,13485.98,2025-02-25 05:58:29.235123
35960,Bhavya Saha,Mumbai,Accessories,97769.29,2024-09-23 05:58:29.235123
35961,Frado Bahl,Surat,Accessories,18288.81,2025-01-05 05:58:29.235123
35962,Jyoti Kota,Bangalore,Sports,50121.15,2024-10-06 05:58:29.235123
35963,Aashi Batra,Kolkata,Home,32016.62,2025-03-27 05:58:29.235123
35964,Warda Varty,Surat,Accessories,71586.3,2025-02-17 05:58:29.235123
35965,Neha Vala,Surat,Accessories,96883.37,2025-10-30 05:58:29.235123
35966,Oliver Ravi,Kolkata,Electronics,75874.51,2025-06-03 05:58:29.235123
35967,Brijesh Tank,Hyderabad,Electronics,70224.36,2025-09-07 05:58:29.235123
35968,Gunbir Korpal,Chennai,Electronics,56414.48,2026-02-18 05:58:29.235123
35969,Oscar Chaudhuri,Ahmedabad,Sports,46753.38,2024-08-03 05:58:29.235123
35970,Qarin Bhat,Delhi,Electronics,57901.43,2024-05-19 05:58:29.235123
35971,Aryan Barad,Ahmedabad,Home,98345.36,2025-09-27 05:58:29.235123
35972,Zinal Kanda,Bangalore,Sports,21678.66,2026-03-16 05:58:29.235123
35973,Kritika Bhatia,Pune,Home,10172.71,2024-10-24 05:58:29.235123
35974,Eesha Borde,Pune,Home,48184.44,2025-06-19 05:58:29.235123
35975,Anvi Kakar,Pune,Sports,61963.25,2024-06-01 05:58:29.235123
35976,Omkaar Master,,Electronics,6414.01,2025-01-15 05:58:29.235123
35977,Vaishnavi Goyal,Kolkata,Accessories,76274.81,2024-04-16 05:58:29.235123
35978,Upadhriti Chanda,Surat,Electronics,48547.48,2024-11-18 05:58:29.235123
35979,Nathaniel Chadha,Ahmedabad,Electronics,71017.73,2024-10-01 05:58:29.235123
35980,Krishna Soman,Kolkata,Sports,99016.88,2025-01-28 05:58:29.235123
35981,Hemangini Kata,Hyderabad,Accessories,18811.94,2025-05-08 05:58:29.235123
35982,Imaran Lala,Delhi,Electronics,86620.31,2025-11-11 05:58:29.235123
35983,Ekanta Dar,Hyderabad,Home,96753.77,2024-03-19 05:58:29.235123
35984,Harsh Sampath,,Sports,37103.79,2024-03-26 05:58:29.235123
35985,Jagrati Pall,,Electronics,10292.43,2024-11-27 05:58:29.235123
35986,Krisha Dash,Delhi,Electronics,85353.73,2025-08-01 05:58:29.235123
35987,Nathan Wadhwa,Surat,Sports,36752.56,2024-06-25 05:58:29.235123
35988,Lakshmi Palla,Chennai,Home,55186.92,2024-11-13 05:58:29.235123
35989,Advaith Brar,Pune,Sports,54925.91,2025-04-02 05:58:29.235123
35990,Faraj Toor,Surat,Accessories,50914.33,2024-05-06 05:58:29.235123
35991,Amrita Sibal,Ahmedabad,Electronics,42819.43,2025-12-22 05:58:29.235123
35992,Chaaya Dara,Ahmedabad,Sports,79987.32,2024-11-16 05:58:29.235123
35993,Bishakha Savant,Ahmedabad,Sports,85667.72,2025-06-03 05:58:29.235123
35994,Naveen Nath,Ahmedabad,Sports,84153.56,2025-09-04 05:58:29.235123
35995,Azaan Ghose,Surat,Accessories,66014.03,2025-08-31 05:58:29.235123
35996,Upkaar Sarkar,Mumbai,Home,1372.55,2025-01-17 05:58:29.235123
35997,Anay Basak,Bangalore,Electronics,47818.81,2025-09-15 05:58:29.235123
35998,Lohit Agrawal,Mumbai,Accessories,82244.75,2024-10-13 05:58:29.235123
35999,Advay Gandhi,Surat,Accessories,79038.79,2026-02-19 05:58:29.235123
36000,Kamya Jain,Delhi,Accessories,58759.76,2024-06-27 05:58:29.235123
36001,Upma Krishnan,Ahmedabad,Electronics,58808.89,2025-09-29 05:58:29.235123
36002,Vedika Bahl,Pune,Electronics,56602.82,2024-05-23 05:58:29.235123
36003,Keya Dugal,Mumbai,Sports,33114.65,2026-02-11 05:58:29.235123
36004,Lakshit Dugar,Pune,Accessories,76328.48,2025-10-03 05:58:29.235123
36005,Eesha Solanki,,Home,88615.31,2025-03-05 05:58:29.235123
36006,Falak Natarajan,Bangalore,Accessories,62750.52,2024-06-02 05:58:29.235123
36007,Yutika Bhatt,Ahmedabad,Electronics,24107.48,2025-03-08 05:58:29.235123
36008,Sanaya Bal,Hyderabad,Electronics,96993.13,2024-05-24 05:58:29.235123
36009,Lohit Parsa,Mumbai,Home,94929.31,2024-08-27 05:58:29.235123
36010,Jagvi Kohli,Ahmedabad,Sports,21008.53,2025-07-28 05:58:29.235123
36011,Bhavani Vala,Mumbai,Home,75730.62,2025-07-15 05:58:29.235123
36012,Fiyaz Das,Hyderabad,Home,31178.09,2024-07-06 05:58:29.235123
36013,Tanish Narain,Kolkata,Sports,23166.51,2025-12-29 05:58:29.235123
36014,Gaurang Bedi,Chennai,Sports,28333.98,2026-01-04 05:58:29.235123
36015,Vasatika Sharaf,Ahmedabad,Electronics,55479.32,2024-09-05 05:58:29.235123
36016,Viraj Prashad,Ahmedabad,Electronics,30508.91,2025-05-03 05:58:29.235123
36017,Imaran Chakrabarti,Bangalore,Sports,89654.4,2024-08-23 05:58:29.235123
36018,Sathvik Dewan,Surat,Sports,19774.09,2024-06-15 05:58:29.235123
36019,Gauri Kibe,Mumbai,Sports,95885.6,2024-11-07 05:58:29.235123
36020,Vanya Grewal,Hyderabad,Accessories,27146.54,2025-02-18 05:58:29.235123
36021,Ekapad Bajwa,Hyderabad,Accessories,50255.92,2026-02-05 05:58:29.235123
36022,Dakshesh Gill,Delhi,Accessories,75131.28,2024-10-28 05:58:29.235123
36023,Aahana Swaminathan,Pune,Electronics,14360.82,2024-07-25 05:58:29.235123
36024,Amara Bal,Mumbai,Electronics,98494.49,2025-06-21 05:58:29.235123
36025,Devansh Kant,Bangalore,Home,55864.05,2026-03-17 05:58:29.235123
36026,Rachit Kari,Kolkata,Sports,80697.9,2024-11-29 05:58:29.235123
36027,Arya Prasad,Pune,Home,53881.7,2024-12-10 05:58:29.235123
36028,Chakrika Sabharwal,Delhi,Electronics,32929.61,2025-12-28 05:58:29.235123
36029,Yashoda Vora,Kolkata,Home,91054.99,2026-01-19 05:58:29.235123
36030,Vamakshi Prabhu,Delhi,Electronics,81638.57,2024-07-19 05:58:29.235123
36031,Veda Chand,Ahmedabad,Electronics,96298.43,2025-01-30 05:58:29.235123
36032,Vedant Kapoor,Mumbai,Home,16188.74,2025-02-13 05:58:29.235123
36033,Urvashi Puri,Chennai,Accessories,99336.62,2024-03-20 05:58:29.235123
36034,Ekansh Gaba,Ahmedabad,Accessories,81768.96,2025-12-22 05:58:29.235123
36035,Nachiket Mukherjee,Bangalore,Sports,90460.39,2025-06-09 05:58:29.235123
36036,Jason Bobal,Hyderabad,Accessories,91271.7,2024-09-27 05:58:29.235123
36037,Ridhi Boase,Chennai,Sports,64322.06,2025-05-02 05:58:29.235123
36038,Ishita Deshpande,Bangalore,Electronics,22880.73,2025-11-14 05:58:29.235123
36039,Chasmum Samra,Pune,Sports,28627.02,2025-07-29 05:58:29.235123
36040,Zehaan Goel,Bangalore,Accessories,43807.84,2025-12-04 05:58:29.235123
36041,Thomas Trivedi,Surat,Home,19596.23,2025-06-27 05:58:29.235123
36042,Dipta Oak,,Home,41638.95,2025-07-23 05:58:29.235123
36043,William Prashad,Mumbai,Accessories,64287.23,2025-02-08 05:58:29.235123
36044,William Sathe,Delhi,Home,22139.63,2024-06-04 05:58:29.235123
36045,Thomas Korpal,Hyderabad,Sports,82014.53,2024-11-06 05:58:29.235123
36046,Isaiah Boase,Chennai,Electronics,80047.97,2025-03-14 05:58:29.235123
36047,Turvi Soman,Hyderabad,Sports,95612.0,2025-11-12 05:58:29.235123
