trip_id,rider_id,distance_km,duration_min,fare_amount,ride_date,surge_flag,fare_z,distance_z,hour,day_of_week,month,payment_mode_Cash,payment_mode_Credit Card,payment_mode_UPI,payment_mode_Wallet,zone_Zone_1,zone_Zone_10,zone_Zone_2,zone_Zone_3,zone_Zone_4,zone_Zone_5,zone_Zone_6,zone_Zone_7,zone_Zone_8,zone_Zone_9,log_fare,log_distance,sqrt_duration,is_peak_hour,name,age,gender,city,signup_date,total_rides,cancelled_rides,avg_rating,gender_encoded,ride_frequency,ride_frequency_level,avg_ride_distance,avg_ride_fare,days_since_signup,zone_name,population_density,traffic_index,avg_speed_kmph,zone_type
T00560,R0106,8.79,44.59,85.75,3/8/2023,0,-0.571345365,0.121933803,0,Wednesday,March,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4.463030419,2.281361457,6.67757441,0,Aarav Patel,32,Other,Bengaluru,11/25/2021,6,1,4.03,2,4,Low,9.9175,109.655,1750,Zone_1,4921,2.43,30.9,Residential
T00561,R0278,9.52,81.51,158.21,9/18/2023,0,0.276134007,0.285986432,0,Monday,September,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.070224086,2.353278207,9.028288874,0,Aarav Reddy,20,Female,Mumbai,9/2/2021,382,58,4.27,0,9,Medium,10.83888889,234.5955556,1834,Zone_9,11037,1.83,56.1,Mixed
T00562,R0242,1.51,13.28,20.21,6/13/2024,0,-1.337889638,-1.514097902,0,Thursday,June,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.054472769,0.920282753,3.644173432,0,Kavya Iyer,34,Male,Ahmedabad,6/5/2022,445,8,4.54,1,7,Medium,3.752857143,46.88428571,1558,Zone_10,2440,1.54,35.4,Industrial
T00563,R0211,6.04,52.85,79.74,5/8/2023,0,-0.641637264,-0.496072679,0,Monday,May,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.391234115,1.95160817,7.269800547,0,Arjun Reddy,36,Female,Mumbai,4/4/2021,435,17,3.63,0,7,Medium,6.582857143,92.26857143,1985,Zone_5,2590,1.31,43.9,Business
T00564,R0003,1.15,8.5,17.88,1/26/2023,0,-1.365140907,-1.595000569,0,Thursday,January,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.938103161,0.765467842,2.915475947,0,Kavya Reddy,34,Male,Pune,5/4/2023,45,9,3.76,1,10,Medium,6.768,97.171,1225,Zone_5,2590,1.31,43.9,Business
T00565,R0139,15.88,90.14,211.49,9/4/2023,0,0.899287485,1.715266877,0,Monday,September,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.358894928,2.826129489,9.494208761,0,Diya Gupta,44,Other,Kolkata,10/9/2023,155,7,4.39,2,8,Medium,7.365,125.27875,1067,Zone_9,11037,1.83,56.1,Mixed
T00566,R0028,9.65,86.84,188.55,9/29/2023,0,0.630985293,0.315201284,0,Friday,September,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.244652842,2.365559892,9.318798206,0,Reyansh Sharma,20,Female,Surat,11/11/2023,249,21,3.79,0,8,Medium,10.61,187.43875,1034,Zone_3,12971,2.11,38,Business
T00567,R0177,7.1,55.19,140.55,2/6/2024,0,0.069585764,-0.257859272,0,Tuesday,February,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.952653012,2.091864062,7.428997241,0,Ishaan Reddy,34,Other,Bengaluru,2/15/2023,489,63,4.48,2,12,High,9.645,155.5633333,1303,Zone_10,2440,1.54,35.4,Industrial
T00568,R0067,7.18,67.45,151.87,4/1/2023,1,0.201982486,-0.239880901,0,Saturday,April,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.029587887,2.101692151,8.212794896,0,Saanvi Iyer,32,Male,Pune,7/24/2022,348,9,3.38,1,13,High,8.697692308,142.0623077,1509,Zone_7,11070,0.64,45.2,Industrial
T00569,R0077,13.66,71.95,231.84,9/16/2023,0,1.137297493,1.216367099,0,Saturday,September,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.450351522,2.685122696,8.482334584,0,Reyansh Das,28,Male,Mumbai,9/7/2019,406,72,3.79,1,14,High,10.49,167.4157143,2560,Zone_3,12971,2.11,38,Business
T00570,R0167,7.53,47.67,122.72,8/8/2023,0,-0.138950769,-0.161225531,0,Tuesday,August,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.818020948,2.143589362,6.904346457,0,Kavya Nair,44,Male,Hyderabad,8/25/2022,117,5,4.75,1,7,Medium,9.187142857,153.65,1477,Zone_9,11037,1.83,56.1,Mixed
T00571,R0167,9.65,81.83,191.62,7/24/2024,0,0.666891471,0.315201284,0,Wednesday,July,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.260719336,2.365559892,9.045993588,0,Kavya Nair,44,Male,Hyderabad,8/25/2022,117,5,4.75,1,7,Medium,9.187142857,153.65,1477,Zone_10,2440,1.54,35.4,Industrial
T00572,R0086,15.59,152.65,354.96,4/19/2024,1,2.577287285,1.650095285,0,Friday,April,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.874818365,2.808800104,12.35516086,0,Vivaan Patel,23,Male,Hyderabad,11/8/2019,337,17,4.56,1,6,Medium,10.78,188.3033333,2498,Zone_3,12971,2.11,38,Business
T00573,R0170,6.27,60.88,114.19,2/15/2024,0,-0.238716144,-0.444384864,0,Thursday,February,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4.746582939,1.983756292,7.802563681,0,Saanvi Kumar,29,Other,Bengaluru,5/20/2020,28,3,3.68,2,7,Medium,7.644285714,134.8157143,2304,Zone_1,4921,2.43,30.9,Residential
T00574,R0236,2.54,22.73,20.65,11/5/2023,0,-1.332743476,-1.282626383,0,Sunday,November,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.075005454,1.264126727,4.767598976,0,Arjun Gupta,28,Male,Ahmedabad,8/10/2020,61,1,3.36,1,11,High,4.546363636,69.86727273,2222,Zone_6,14627,0.54,37.6,Mixed
T00575,R0141,3.88,25.14,92.56,5/26/2024,1,-0.491696807,-0.98148868,0,Sunday,May,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.538602942,1.58514522,5.013980455,0,Arjun Das,25,Other,Jaipur,7/8/2019,53,0,4.29,2,4,Low,7.58,135.675,2621,Zone_8,4516,1.93,31,Business
T00576,R0049,15.14,80.45,148.79,8/31/2023,0,0.16595935,1.548966951,0,Thursday,August,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5.009234313,2.781300663,8.969392399,0,Meera Iyer,39,Male,Mumbai,5/19/2020,375,55,4.4,1,6,Medium,9.728333333,163.4,2305,Zone_10,2440,1.54,35.4,Industrial
T00577,R0055,8.46,68.07,69.76,1/9/2023,0,-0.758361583,0.047773025,0,Monday,January,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.259293869,2.247072383,8.250454533,0,Kavya Singh,32,Male,Delhi,11/7/2021,425,12,4.19,1,8,Medium,8.9625,138.695,1768,Zone_6,14627,0.54,37.6,Mixed
T00578,R0007,5.49,44.83,83.51,2/9/2024,0,-0.59754401,-0.619673976,0,Friday,February,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.436869871,1.870262531,6.695520891,0,Ishaan Ghosh,18,Female,Mumbai,3/26/2021,458,82,4.03,0,6,Medium,6.603333333,99.48666667,1994,Zone_10,2440,1.54,35.4,Industrial
T00579,R0249,12.87,127.32,191.9,5/23/2024,0,0.670166302,1.038830692,0,Thursday,May,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5.26217192,2.629728234,11.28361644,0,Diya Nair,20,Male,Mumbai,3/24/2023,396,48,4.49,1,8,Medium,8.08875,135.06625,1266,Zone_1,4921,2.43,30.9,Residential
T00580,R0284,12.99,102.01,116.95,6/21/2024,0,-0.206435671,1.065798247,0,Friday,June,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.770260806,2.638342789,10.1,0,Vivaan Das,28,Female,Surat,7/31/2019,135,19,4.95,0,7,Medium,8.701428571,140.9042857,2598,Zone_3,12971,2.11,38,Business
T00581,R0193,5.62,32.23,112.89,12/21/2023,1,-0.253920715,-0.590459124,0,Thursday,December,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.73523307,1.89009537,5.677147171,0,Kavya Singh,33,Female,Chennai,1/3/2022,389,68,4.41,0,7,Medium,8.012857143,143.6628571,1711,Zone_5,2590,1.31,43.9,Business
T00582,R0177,3.14,17.29,38.14,8/10/2024,0,-1.128183523,-1.147788606,0,Saturday,August,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.667144962,1.420695788,4.158124577,0,Ishaan Reddy,34,Other,Bengaluru,2/15/2023,489,63,4.48,2,12,High,9.645,155.5633333,1303,Zone_5,2590,1.31,43.9,Business
T00583,R0147,0.15,1.49,3.27,2/10/2023,1,-1.54256655,-1.819730198,0,Friday,February,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.451613827,0.139761942,1.220655562,0,Saanvi Nair,35,Other,Mumbai,8/29/2022,239,21,3.91,2,8,Medium,7.94375,127.725,1473,Zone_5,2590,1.31,43.9,Business
T00584,R0104,0.97,6.57,11.09,3/4/2024,0,-1.444555549,-1.635451902,0,Monday,March,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.492378665,0.678033543,2.563201124,0,Diya Gupta,52,Male,Kolkata,5/27/2021,328,1,3.7,1,9,Medium,5.187777778,85.04333333,1932,Zone_5,2590,1.31,43.9,Business
T00585,R0088,6.68,60.36,76.64,8/3/2023,0,-0.677894317,-0.352245716,0,Thursday,August,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.352082758,2.038619547,7.76916984,0,Diya Iyer,22,Other,Jaipur,7/7/2019,438,0,4.78,2,8,Medium,7.78125,111.72,2622,Zone_9,11037,1.83,56.1,Mixed
T00586,R0040,3.53,33.61,32.14,6/26/2024,0,-1.198358464,-1.06014405,0,Wednesday,June,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.500741012,1.510721939,5.797413216,0,Aarav Gupta,34,Other,Surat,5/5/2023,485,36,4.41,2,10,Medium,8.045,114.075,1224,Zone_3,12971,2.11,38,Business
T00587,R0176,17.29,129.09,379.63,2/4/2024,1,2.865823251,2.032135655,0,Sunday,February,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.941827775,2.906354462,11.36177803,0,Kavya Gupta,43,Male,Mumbai,5/24/2019,260,13,3.95,1,6,Medium,15.17666667,273.0116667,2666,Zone_9,11037,1.83,56.1,Mixed
T00588,R0103,8.29,74.64,139.36,6/22/2023,0,0.055667734,0.009568988,0,Thursday,June,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.944210551,2.228938553,8.639444427,0,Ishaan Gupta,37,Other,Surat,11/24/2022,175,14,3.07,2,9,Medium,7.936666667,137.3822222,1386,Zone_7,11070,0.64,45.2,Industrial
T00589,R0149,1.71,13.77,28.65,10/5/2023,0,-1.239176888,-1.469151976,0,Thursday,October,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.389462125,0.996948635,3.710795063,0,Diya Reddy,30,Male,Jaipur,9/14/2019,89,8,4.57,1,7,Medium,6.06,94.44571429,2553,Zone_6,14627,0.54,37.6,Mixed
T00590,R0067,15.09,133.2,145.23,6/17/2024,0,0.124322218,1.53773047,0,Monday,June,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.985180725,2.778197961,11.54123044,0,Saanvi Iyer,32,Male,Pune,7/24/2022,348,9,3.38,1,13,High,8.697692308,142.0623077,1509,Zone_6,14627,0.54,37.6,Mixed
T00591,R0028,8.81,61.37,116.5,8/24/2023,0,-0.211698792,0.126428395,0,Thursday,August,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.766438334,2.283402274,7.833900689,0,Reyansh Sharma,20,Female,Surat,11/11/2023,249,21,3.79,0,8,Medium,10.61,187.43875,1034,Zone_4,4038,2.46,48.2,Business
T00592,R0098,11.52,78.71,114.56,2/5/2023,0,-0.234388689,0.735445692,0,Sunday,February,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.749789876,2.527327366,8.871865644,0,Diya Singh,21,Other,Bengaluru,4/29/2023,286,56,3.5,2,8,Medium,8.85875,133.96875,1230,Zone_5,2590,1.31,43.9,Business
T00593,R0154,11.41,58.38,228.63,8/24/2023,1,1.0997539,0.710725432,0,Thursday,August,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5.436469318,2.518502599,7.640680598,0,Kavya Patel,18,Other,Kolkata,3/25/2019,466,79,4.68,2,13,High,10.66307692,158.4246154,2726,Zone_4,4038,2.46,48.2,Business
T00594,R0187,9.48,82.32,229.76,7/23/2024,1,1.11297018,0.276997247,0,Tuesday,July,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.441378209,2.349468679,9.073036978,0,Saanvi Reddy,27,Other,Surat,8/5/2022,357,38,4.71,2,7,Medium,10.79714286,194.7628571,1497,Zone_9,11037,1.83,56.1,Mixed
T00595,R0175,10.62,80.66,135,1/16/2024,0,0.004673943,0.533189025,0,Tuesday,January,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.912654886,2.452727751,8.981091248,0,Diya Patel,35,Male,Chennai,8/18/2022,98,8,3.48,1,8,Medium,8.7825,158.37875,1484,Zone_2,6371,0.91,58.4,Residential
T00596,R0290,9.19,58.17,176.65,9/9/2023,0,0.491804993,0.211825654,0,Saturday,September,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.179815322,2.321406847,7.626925986,0,Saanvi Kumar,34,Other,Chennai,5/6/2020,169,4,4.28,2,9,Medium,7.58,119.7411111,2318,Zone_10,2440,1.54,35.4,Industrial
T00597,R0019,2.47,20.08,56.95,7/11/2023,1,-0.908185082,-1.298357457,0,Tuesday,July,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.05958057,1.244154594,4.4810713,0,Kavya Patel,40,Other,Mumbai,4/2/2023,266,24,4.08,2,5,Low,7.75,126.598,1257,Zone_5,2590,1.31,43.9,Business
T00598,R0077,9.83,57.3,109.08,10/8/2023,0,-0.298481802,0.355652617,0,Sunday,October,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.701207374,2.382320061,7.569676347,0,Reyansh Das,28,Male,Mumbai,9/7/2019,406,72,3.79,1,14,High,10.49,167.4157143,2560,Zone_8,4516,1.93,31,Business
T00599,R0077,13.12,118.75,124.69,8/18/2023,0,-0.115909997,1.095013099,0,Friday,August,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.833818558,2.647592232,10.89724736,0,Reyansh Das,28,Male,Mumbai,9/7/2019,406,72,3.79,1,14,High,10.49,167.4157143,2560,Zone_8,4516,1.93,31,Business
T00600,R0058,6.95,59.97,83.74,9/10/2023,0,-0.59485397,-0.291568716,0,Sunday,September,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.439587745,2.073171929,7.744029959,0,Vivaan Reddy,46,Male,Kolkata,5/31/2021,480,25,4.32,1,8,Medium,9.515,130.43375,1928,Zone_9,11037,1.83,56.1,Mixed
T00601,R0070,10.76,96,254.15,5/4/2024,1,1.398231316,0.564651173,0,Saturday,May,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.541851608,2.464703942,9.797958971,0,Meera Reddy,33,Male,Bengaluru,1/3/2023,310,6,3.54,1,7,Medium,12.83,236.3842857,1346,Zone_3,12971,2.11,38,Business
T00602,R0268,10.1,100.47,211.34,7/25/2023,1,0.897533111,0.416329617,0,Tuesday,July,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.358188764,2.406945108,10.02347245,0,Ishaan Kumar,34,Male,Chennai,10/16/2022,10,0,4.6,1,5,Low,8.504,145.216,1425,Zone_10,2440,1.54,35.4,Industrial
T00603,R0021,17.08,144.62,379.63,4/9/2023,1,2.996231683,1.984942433,0,Sunday,April,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5.941827775,2.894806355,12.02580559,0,Diya Ghosh,37,Female,Pune,5/8/2019,380,17,3.91,0,4,Low,8.68,169.61,2682,Zone_10,2440,1.54,35.4,Industrial
T00604,R0290,6.74,55.38,55.87,6/2/2023,0,-0.920816572,-0.338761938,0,Friday,June,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.040767961,2.046401688,7.441773982,0,Saanvi Kumar,34,Other,Chennai,5/6/2020,169,4,4.28,2,9,Medium,7.58,119.7411111,2318,Zone_6,14627,0.54,37.6,Mixed
T00605,R0134,6.54,58.19,156.44,7/10/2023,1,0.2554324,-0.383707864,0,Monday,July,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.059044433,2.020222182,7.628237018,0,Aadhya Singh,34,Male,Jaipur,7/30/2022,410,29,4.59,1,7,Medium,7.974285714,154.9142857,1503,Zone_2,6371,0.91,58.4,Residential
T00606,R0190,7.42,41.81,83.65,6/1/2024,0,-0.595906594,-0.18594579,0,Saturday,June,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.438525109,2.130609828,6.466065264,0,Saanvi Iyer,35,Other,Surat,9/25/2020,274,47,4.12,2,9,Medium,7.776666667,124.2133333,2176,Zone_1,4921,2.43,30.9,Residential
T00607,R0232,7.49,65.67,161.66,6/28/2024,1,0.316484599,-0.170214716,0,Friday,June,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.091662133,2.138889,8.103702857,0,Meera Das,38,Male,Jaipur,12/8/2022,172,15,3.94,1,13,High,7.169230769,114.68,1372,Zone_7,11070,0.64,45.2,Industrial
T00608,R0180,3.36,18.11,60.68,9/26/2023,0,-0.864559661,-1.098348087,0,Tuesday,September,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.121959729,1.472472057,4.255584566,0,Diya Kumar,33,Male,Hyderabad,12/3/2019,44,4,4.53,1,3,Low,1.883333333,28.29666667,2473,Zone_10,2440,1.54,35.4,Industrial
T00609,R0088,4.79,26.77,39.37,2/17/2024,0,-1.11379766,-0.776984716,0,Saturday,February,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.698086935,1.756132292,5.173973328,0,Diya Iyer,22,Other,Jaipur,7/7/2019,438,0,4.78,2,8,Medium,7.78125,111.72,2622,Zone_9,11037,1.83,56.1,Mixed
T00610,R0157,9.5,80.41,84.66,9/18/2023,0,-0.584093813,0.28149184,0,Monday,September,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4.450385972,2.351375257,8.967162316,0,Kavya Nair,36,Female,Hyderabad,11/23/2021,319,27,4.65,0,10,Medium,11.39,187.593,1752,Zone_6,14627,0.54,37.6,Mixed
T00611,R0099,7.96,61.42,151.42,1/28/2024,0,0.196719366,-0.06459179,0,Sunday,January,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.026639868,2.192770227,7.837091297,0,Diya Gupta,35,Other,Mumbai,8/21/2021,80,8,3.7,2,9,Medium,7.707777778,142.5177778,1846,Zone_4,4038,2.46,48.2,Business
T00612,R0247,4,39.7,87.48,3/7/2024,1,-0.55111159,-0.954521124,0,Thursday,March,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.482776538,1.609437912,6.300793601,0,Aadhya Das,37,Male,Bengaluru,5/11/2021,249,47,4.92,1,13,High,10.26769231,182.1107692,1948,Zone_8,4516,1.93,31,Business
T00613,R0148,4.68,38.57,101.07,8/1/2024,1,-0.392165349,-0.801704976,0,Thursday,August,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.625658852,1.736951233,6.210475022,0,Aarav Kumar,44,Male,Ahmedabad,9/30/2019,412,34,3.36,1,4,Low,5.7975,102.1575,2537,Zone_3,12971,2.11,38,Business
T00614,R0252,6.22,32.14,82.7,2/10/2024,0,-0.607017627,-0.455621346,0,Saturday,February,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.427238977,1.976854953,5.669215113,0,Reyansh Gupta,38,Other,Ahmedabad,9/23/2020,392,47,4.83,2,16,High,6.275625,105.128125,2178,Zone_5,2590,1.31,43.9,Business
T00615,R0249,3.99,20.79,81.77,11/30/2023,1,-0.617894742,-0.95676842,0,Thursday,November,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.416065677,1.60743591,4.559605246,0,Diya Nair,20,Male,Mumbai,3/24/2023,396,48,4.49,1,8,Medium,8.08875,135.06625,1266,Zone_1,4921,2.43,30.9,Residential
T00616,R0182,5.43,34.75,111.09,1/15/2024,1,-0.274973197,-0.633157753,0,Monday,January,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.71930212,1.860974538,5.894913061,0,Meera Patel,43,Male,Jaipur,9/30/2020,8,0,4.4,1,5,Low,9.906,167.162,2171,Zone_4,4038,2.46,48.2,Business
T00617,R0215,5.3,47.72,89.41,5/26/2024,0,-0.528538651,-0.662372605,0,Sunday,May,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.504354881,1.840549633,6.907966416,0,Saanvi Gupta,26,Female,Hyderabad,2/28/2020,438,48,3.24,0,5,Low,3.63,74.42,2386,Zone_7,11070,0.64,45.2,Industrial
T00618,R0282,12.48,112.31,131.55,3/17/2024,0,-0.035676648,0.951186136,0,Sunday,March,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4.886959933,2.601207105,10.59764125,0,Reyansh Kumar,22,Other,Bengaluru,5/2/2022,319,3,4.47,2,9,Medium,10.31888889,155.5277778,1592,Zone_2,6371,0.91,58.4,Residential
T00619,R0026,13.08,87.75,177.87,7/8/2024,0,0.506073898,1.086023914,0,Monday,July,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.186659285,2.644755351,9.367496998,0,Aarav Kumar,26,Female,Surat,4/17/2020,44,5,3.17,0,9,Medium,8.81,108.1322222,2337,Zone_8,4516,1.93,31,Business
T00620,R0120,12.67,91.94,164.83,7/20/2024,0,0.353560359,0.993884766,0,Saturday,July,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.110963167,2.615203651,9.58853482,0,Ishaan Gupta,18,Other,Surat,7/12/2020,311,15,4.55,2,8,Medium,8.525,126.74375,2251,Zone_9,11037,1.83,56.1,Mixed
T00621,R0261,10.13,63.13,190.94,12/11/2023,0,0.658938311,0.423071506,0,Monday,December,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.257182823,2.409644165,7.945438943,0,Aarav Kumar,31,Male,Pune,8/26/2022,477,83,4.24,1,6,Medium,8.195,108.2883333,1476,Zone_4,4038,2.46,48.2,Business
T00622,R0117,4.46,30.63,101.5,7/24/2023,1,-0.387136144,-0.851145494,0,Monday,July,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.629862799,1.69744879,5.534437641,0,Aadhya Gupta,21,Female,Ahmedabad,6/12/2021,369,37,3.16,0,5,Low,5.838,98.296,1916,Zone_3,12971,2.11,38,Business
T00623,R0236,12.8,93.31,160.15,6/23/2023,0,0.298823905,1.023099618,0,Friday,June,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.082335608,2.624668592,9.659710141,0,Arjun Gupta,28,Male,Ahmedabad,8/10/2020,61,1,3.36,1,11,High,4.546363636,69.86727273,2222,Zone_3,12971,2.11,38,Business
T00624,R0199,6.43,46.45,157.91,1/31/2023,1,0.27262526,-0.408428124,0,Tuesday,January,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.068338004,2.005525859,6.815423685,0,Aarav Das,29,Male,Ahmedabad,8/3/2021,344,27,3.91,1,10,Medium,8.515,160.05,1864,Zone_7,11070,0.64,45.2,Industrial
T00625,R0099,8.12,45.04,125.93,6/6/2023,0,-0.101407176,-0.028635049,0,Tuesday,June,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.843635753,2.210469804,6.711184694,0,Diya Gupta,35,Other,Mumbai,8/21/2021,80,8,3.7,2,9,Medium,7.707777778,142.5177778,1846,Zone_2,6371,0.91,58.4,Residential
T00626,R0254,14.69,127.86,246.29,4/17/2024,0,1.306302143,1.447838618,0,Wednesday,April,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.510561737,2.753023567,11.30751962,0,Meera Kumar,18,Male,Delhi,3/9/2020,363,70,3.68,1,7,Medium,11.76714286,173.5142857,2376,Zone_6,14627,0.54,37.6,Mixed
T00627,R0215,8.42,65.2,194.46,6/11/2023,1,0.70010761,0.03878384,0,Sunday,June,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5.275355755,2.242835089,8.074651695,0,Saanvi Gupta,26,Female,Hyderabad,2/28/2020,438,48,3.24,0,5,Low,3.63,74.42,2386,Zone_1,4921,2.43,30.9,Residential
T00628,R0011,9.24,53.33,173.78,1/17/2023,0,0.45823798,0.223062136,0,Tuesday,January,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.16352804,2.32630162,7.302739212,0,Vivaan Nair,26,Male,Chennai,4/14/2020,208,34,4,1,10,Medium,8.896,163.378,2340,Zone_9,11037,1.83,56.1,Mixed
T00629,R0202,0.94,9.32,8.98,7/30/2023,0,-1.469233736,-1.642193791,0,Sunday,July,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.30058309,0.662687973,3.052867504,0,Aadhya Reddy,27,Male,Ahmedabad,10/28/2021,317,0,4.72,1,8,Medium,9.2125,113.6425,1778,Zone_2,6371,0.91,58.4,Residential
T00630,R0014,10.44,104.32,248.28,4/2/2024,1,1.329576832,0.492737692,0,Tuesday,April,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.518576763,2.437115986,10.21371627,0,Aarav Das,26,Female,Ahmedabad,6/8/2021,325,53,3,0,6,Medium,7.031666667,146.8333333,1920,Zone_9,11037,1.83,56.1,Mixed
T00631,R0223,3.1,23.61,60.84,1/12/2023,0,-0.862688329,-1.156777791,0,Thursday,January,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4.124550404,1.410986974,4.859012245,0,Meera Ghosh,30,Female,Surat,11/29/2019,158,10,4.04,0,8,Medium,7.05,123.40125,2477,Zone_1,4921,2.43,30.9,Residential
T00632,R0296,13.06,98.26,211.91,8/4/2024,0,0.90419973,1.081529321,0,Sunday,August,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.360869541,2.643333886,9.912618221,0,Reyansh Patel,37,Other,Hyderabad,2/20/2021,390,58,3.97,2,7,Medium,11.35142857,186.6371429,2028,Zone_1,4921,2.43,30.9,Residential
T00633,R0073,7.08,40.86,147.7,10/16/2023,1,0.153210902,-0.262353864,0,Monday,October,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.001930853,2.089391873,6.392182726,0,Meera Das,41,Other,Ahmedabad,6/19/2021,490,30,3.01,2,9,Medium,8.734444444,141.7444444,1909,Zone_5,2590,1.31,43.9,Business
T00634,R0154,3.18,26.38,41.28,3/16/2024,0,-1.091458637,-1.13879942,0,Saturday,March,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.744314161,1.430311247,5.136146415,0,Kavya Patel,18,Other,Kolkata,3/25/2019,466,79,4.68,2,13,High,10.66307692,158.4246154,2726,Zone_2,6371,0.91,58.4,Residential
T00635,R0275,6.21,54.65,58.18,7/2/2024,0,-0.893799219,-0.457868642,0,Tuesday,July,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.080583647,1.975468951,7.392563831,0,Ishaan Das,21,Other,Jaipur,10/4/2022,247,17,3.07,2,4,Low,8.4625,81.5175,1437,Zone_10,2440,1.54,35.4,Industrial
T00636,R0156,6.86,62.33,169.38,2/15/2023,1,0.406776356,-0.311794383,0,Wednesday,February,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5.138031237,2.061786606,7.894935085,0,Ishaan Iyer,33,Female,Jaipur,7/7/2022,255,18,4.28,0,3,Low,8.06,161.41,1526,Zone_10,2440,1.54,35.4,Industrial
T00637,R0097,10.43,91.42,172.22,6/23/2023,0,0.439992495,0.490490395,0,Friday,June,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.154562463,2.436241478,9.561380653,0,Aarav Iyer,23,Other,Bengaluru,1/25/2021,478,5,3.28,2,8,Medium,8.67875,139.6375,2054,Zone_9,11037,1.83,56.1,Mixed
