name,age,city,salary
Lohit Hegde,51.0,,28708.0
,25.0,Delhi,38353.0
Adweta Sinha,48.0,Delhi,
Watika Krishnamurthy,62.0,Mumbai,69255.0
Anvi Ravi,39.0,Delhi,97845.0
Qasim Kumer,55.0,,73243.0
,64.0,Delhi,41408.0
Damyanti Garg,45.0,Mumbai,
Aadi Madan,18.0,,55073.0
Dhruv Sharaf,37.0,,
,52.0,,75380.0
Aahana Iyengar,53.0,,36625.0
Atharv Hora,25.0,Mumbai,82648.0
,55.0,,78570.0
Neelima Kara,22.0,,
Devansh Zachariah,67.0,Delhi,
Onkar Sengupta,39.0,Mumbai,72614.0
Mekhala Borde,23.0,Mumbai,
Upkaar Kurian,,Delhi,64506.0
Owen Karpe,46.0,Mumbai,
Adya More,53.0,Delhi,
Neel Keer,26.0,Delhi,61243.0
Brijesh Kara,51.0,Mumbai,75200.0
Shaurya Sankar,70.0,,97891.0
Vincent Pradhan,42.0,Delhi,20602.0
Vanya Upadhyay,68.0,,
Laban Bali,29.0,Delhi,
Jacob Sahni,,Delhi,78303.0
Lakshit Bahri,49.0,Delhi,74114.0
Manbir Shenoy,47.0,,73002.0
Andrew Nayak,55.0,Mumbai,45435.0
Hemal Sodhi,47.0,Mumbai,
Abeer Ravel,70.0,Mumbai,40422.0
Eiravati Walla,42.0,,
Luke Tank,26.0,Mumbai,
Fariq Konda,39.0,,27736.0
Balveer Som,59.0,,57662.0
Daniel Kamdar,24.0,Delhi,
Kamya Pall,43.0,,60449.0
Lajita Pai,,Delhi,44299.0
Anthony Subramaniam,64.0,Delhi,
David Prashad,34.0,Delhi,26162.0
Urvi Sehgal,42.0,,
Diya Master,,,59999.0
Ranbir Borra,60.0,,
Adya Nath,,Delhi,90026.0
,35.0,Mumbai,24879.0
Chameli Sama,58.0,Delhi,22479.0
,35.0,Delhi,
Ayush Pal,32.0,Mumbai,77037.0
Yatin Varty,38.0,,94315.0
Jack Narayanan,37.0,Delhi,44311.0
Ekansh Oommen,21.0,Mumbai,
Lipika Tiwari,38.0,Mumbai,64861.0
Chandani Raghavan,,Mumbai,
,57.0,,42500.0
Onkar Krishnan,39.0,,67526.0
Rehaan Kaur,,Mumbai,22259.0
Urishilla Karnik,48.0,Mumbai,58727.0
Harinakshi Patla,68.0,,
Saumya Raju,21.0,,
Hemal Shah,27.0,Delhi,86682.0
Daksha Salvi,,,
Ekaja Kala,47.0,,
Harini Madan,67.0,,
Qabil Vasa,28.0,,
Karan Ahluwalia,20.0,Delhi,
Maya Peri,40.0,Delhi,38114.0
Ethan Mangat,42.0,Mumbai,
Chaman Mand,32.0,Mumbai,
Quincy Ahluwalia,28.0,Delhi,
Wakeeta Mannan,54.0,,
Hemang Baria,20.0,Mumbai,77488.0
Yachana Wali,34.0,Delhi,78542.0
Raagini Ramaswamy,37.0,Delhi,
Ladli Choudhary,46.0,Mumbai,
Udyati Kohli,63.0,Mumbai,36850.0
Meghana Mahal,46.0,Mumbai,57805.0
Umang Nadig,31.0,Mumbai,21902.0
Riya Khurana,,Mumbai,29768.0
,,Mumbai,84677.0
Yachana Master,51.0,Delhi,
Ganga Samra,42.0,,
Bhavna Sekhon,19.0,Mumbai,
Vasudha Deep,63.0,,
Orinder Kapur,57.0,Delhi,21531.0
Frado Sarna,67.0,Mumbai,95597.0
Kiaan Rajan,53.0,,
Mekhala Din,,,
Vasatika Divan,57.0,Mumbai,73657.0
Brinda Sule,27.0,Delhi,32792.0
,27.0,,59190.0
Yatin Dutt,64.0,Mumbai,
Luke Gour,67.0,Mumbai,30539.0
Arya Lala,34.0,,50044.0
Hritik Chandra,56.0,Mumbai,41734.0
Jonathan Deol,60.0,Mumbai,88813.0
Harsh Bal,64.0,,46482.0
Rushil Bhatti,,,67303.0
Wyatt Wagle,50.0,Delhi,22752.0
Varsha Dash,19.0,,30478.0
Girindra Lala,35.0,,72922.0
Ekta Bhalla,61.0,Delhi,
Ishaan Hayre,27.0,Delhi,77831.0
Anamika Loke,39.0,,51722.0
Qadim Pant,19.0,,
Bhanumati Dugar,50.0,Delhi,
Jairaj Mani,,,98935.0
Watika Murthy,,Delhi,69674.0
Luke Sankar,42.0,Delhi,
Finn Gola,26.0,Delhi,40290.0
Tanay Bala,58.0,Delhi,39239.0
Advika Kalita,35.0,Mumbai,
Vedant Kant,24.0,Mumbai,77207.0
Arjun Grewal,37.0,Mumbai,83046.0
Yachana Cheema,36.0,Delhi,
Turvi Acharya,31.0,Delhi,50231.0
Radha Dugar,60.0,Delhi,
Waida Dar,,Mumbai,63198.0
Lipika Pillai,,Mumbai,
Jagdish Warrior,48.0,Mumbai,
Manbir Bora,39.0,Mumbai,50870.0
Hemang Chakraborty,29.0,Mumbai,72841.0
Ganga Date,55.0,,40385.0
Abhiram Singhal,37.0,Mumbai,69231.0
Vinaya Dutta,27.0,Mumbai,
Jyoti Sarin,52.0,,86639.0
Robert Rajagopalan,27.0,Mumbai,
Devika Toor,28.0,Delhi,
,61.0,Mumbai,
Gauri Munshi,21.0,,
Jackson Sachar,46.0,Mumbai,
,65.0,Mumbai,
Manbir Balan,61.0,,72050.0
Agastya Ratta,40.0,Delhi,94207.0
Caleb Issac,19.0,Mumbai,
Fitan Rastogi,45.0,Delhi,82631.0
Janani Bala,55.0,Mumbai,
Faqid Kanda,32.0,Delhi,
Wridesh Kakar,38.0,,64113.0
Azad Tak,,Delhi,
Dominic Pandey,27.0,Mumbai,
,19.0,Delhi,48152.0
Hemang Pandya,34.0,Delhi,69896.0
Michael Bhat,58.0,,87053.0
Lila Gola,24.0,,88379.0
Daksh Agarwal,29.0,Mumbai,
Yashawini Korpal,34.0,Delhi,
Vedika Palla,27.0,Delhi,
Jeremiah Pathak,24.0,Delhi,93591.0
Harini Sridhar,55.0,Delhi,87286.0
Sanaya Shenoy,59.0,Mumbai,
,69.0,Delhi,
,34.0,Delhi,64706.0
Nathaniel Bhardwaj,,,
Liam Pal,40.0,,
,22.0,Delhi,42985.0
Vasana Kumar,45.0,Delhi,
Gaurang Solanki,,,
Hredhaan Lala,62.0,,
Jeet Bhatia,62.0,,69890.0
Lopa Date,36.0,,
Yashoda Luthra,,,
Nitesh Deo,23.0,Delhi,39048.0
Xavier Bhavsar,48.0,Mumbai,94816.0
Pahal Sachdev,30.0,Mumbai,
Om Kohli,22.0,Mumbai,77936.0
,60.0,,
,47.0,,
Hemani Bains,34.0,Delhi,
Chasmum Sodhi,40.0,Mumbai,
Krish Gaba,55.0,Mumbai,
Anika Taneja,29.0,Delhi,30101.0
Arjun Raman,62.0,Delhi,81230.0
Nathaniel Wagle,,Mumbai,52733.0
Bhavna Lalla,46.0,,54888.0
Gautami Gulati,64.0,,51821.0
Jeremiah Oak,,Mumbai,35895.0
Vasana Karnik,,Mumbai,44467.0
Frederick Saxena,61.0,Delhi,
Patrick Arya,68.0,Delhi,
Chaitanya Chandra,22.0,,
Ikshita Patla,51.0,,68938.0
Shravya Wable,67.0,Delhi,35176.0
Luke Ray,29.0,Delhi,
Maanav Iyengar,68.0,Delhi,
Nilima Murty,47.0,Delhi,
Rachana Saran,23.0,Mumbai,22039.0
Libni Sawhney,53.0,Delhi,
Daniel Loke,65.0,Delhi,21516.0
Ekansh Comar,44.0,Delhi,82904.0
Warjas Garde,41.0,Mumbai,40411.0
Gabriel Vig,34.0,Delhi,
Bachittar Brar,,,
Dayita Loyal,18.0,Delhi,73909.0
,55.0,Delhi,
Tanmayi Mohanty,48.0,,33980.0
Krishna Sathe,,Mumbai,
Daksh Ramesh,21.0,Mumbai,
Jack Bava,49.0,,30754.0
Chatresh Hans,63.0,Delhi,
Lila Kashyap,27.0,Delhi,
,60.0,Mumbai,
Riya Kapadia,52.0,Mumbai,
Leela Varghese,34.0,Delhi,
Lila Krishnamurthy,,Mumbai,84335.0
Sachi Luthra,65.0,Delhi,54220.0
,33.0,,
Imaran Kibe,40.0,Delhi,
Leela Tata,37.0,Mumbai,21670.0
,30.0,Delhi,
Hemani Dasgupta,62.0,Delhi,
Devansh Verma,42.0,Delhi,
Zinal Padmanabhan,21.0,,
Mohini Banerjee,42.0,Mumbai,79215.0
Forum Pandit,60.0,Mumbai,
,70.0,Delhi,
Anirudh Dani,20.0,,
Indali Sekhon,19.0,Mumbai,
Arya Din,19.0,Delhi,
Hemani Dasgupta,40.0,Delhi,43594.0
Dakshesh Prashad,,Mumbai,39762.0
Andrew Oak,62.0,Delhi,40203.0
Upkaar Kashyap,64.0,Mumbai,
Yashica Peri,42.0,Delhi,
Aadi Gill,22.0,Delhi,
Gaurangi Atwal,26.0,Mumbai,
,19.0,Delhi,
Dev Raman,27.0,Mumbai,92354.0
Ekanta Dara,19.0,Mumbai,
Vedhika Parekh,49.0,Mumbai,95578.0
Ekta Kari,41.0,Mumbai,67535.0
Om Vig,35.0,,
Hiral Chacko,49.0,,
Anya Divan,,Delhi,
Ekantika Venkataraman,55.0,,67970.0
Tanmayi Barad,29.0,,
Vedika Atwal,,,93168.0
Divya Tank,20.0,Mumbai,91472.0
Nakul Bahri,44.0,Mumbai,
Sarthak Kumer,20.0,,85096.0
Oviya Srinivas,24.0,,83588.0
Gagan Kumar,,Delhi,54004.0
Azaan Magar,38.0,Mumbai,83875.0
Wahab Tandon,29.0,Delhi,
Damini Ravi,60.0,,61537.0
Lavanya Bhakta,56.0,Mumbai,99349.0
Pranav Butala,69.0,Mumbai,30692.0
Brinda Mistry,70.0,,88354.0
Sara Virk,31.0,Mumbai,38896.0
Xiti Hans,60.0,Mumbai,
Ayushman Chawla,70.0,,32278.0
Nimrat Subramanian,18.0,Delhi,77707.0
Kala Mani,49.0,Mumbai,
Abdul Karnik,52.0,Delhi,
Nandini Bhatnagar,48.0,,
Watika Bal,50.0,Delhi,99271.0
Advik Anne,,Delhi,
Bhanumati Palla,21.0,,71688.0
Eiravati Chad,57.0,Delhi,25560.0
Avni Vig,43.0,Mumbai,
Omkaar Mani,60.0,Mumbai,43089.0
Vanya Kakar,,,85241.0
Raagini Chadha,50.0,Mumbai,
Jalsa Chad,47.0,,83257.0
,38.0,,
Yamini Sachar,55.0,Mumbai,
Jason Som,52.0,Delhi,50800.0
Warda Bajaj,34.0,Mumbai,
Nirja Johal,39.0,Delhi,91124.0
Kala Prakash,62.0,Mumbai,70288.0
Finn Khalsa,58.0,Delhi,27232.0
Vaishnavi Bhalla,31.0,Delhi,86808.0
,44.0,,
Samar Shanker,59.0,Delhi,
Inaya Naik,21.0,Mumbai,68082.0
Nirja Modi,20.0,,
Matthew Chadha,33.0,Delhi,
Jagrati Jain,,Mumbai,
Nimrat Andra,23.0,Delhi,
Sanaya Bakshi,41.0,Mumbai,
,26.0,,
George Vora,28.0,Delhi,35802.0
Tanveer Sarkar,,,
Yasti Kohli,54.0,,
,30.0,,60378.0
,35.0,Mumbai,52262.0
Madhav Thakkar,21.0,Mumbai,59484.0
Ryan Agate,,Mumbai,70362.0
Eesha Sarna,20.0,,21263.0
Watika Srinivas,61.0,,75399.0
Harinakshi Murty,55.0,Delhi,
Chavvi Shere,43.0,Delhi,39280.0
Tristan Das,20.0,,
,18.0,Mumbai,67118.0
Zilmil Dash,48.0,Delhi,
Wishi Bhatti,24.0,,
Sudiksha Loke,66.0,Mumbai,
Prisha Shankar,60.0,Mumbai,78133.0
Bachittar Buch,,,46771.0
,39.0,,
Mitali Choudhry,54.0,Mumbai,81890.0
Vasana Shukla,,Delhi,
Tamanna Palla,59.0,Mumbai,72727.0
Qabil Guha,61.0,Mumbai,46743.0
Mohini Barad,27.0,,
,23.0,,
Niharika Sharma,36.0,Mumbai,60543.0
Rohan Anand,59.0,Delhi,21623.0
Hamsini Mander,25.0,Mumbai,
Jhalak Bora,34.0,,94792.0
Adweta Dave,18.0,,43538.0
Vinaya Verma,24.0,,90095.0
Vasudha Seth,57.0,Delhi,87734.0
Priya Jani,31.0,Mumbai,46376.0
Vanya Wali,69.0,,
Aryan Singhal,37.0,Mumbai,49575.0
Champak Rai,68.0,,
Raagini Sarraf,44.0,,
Azaan Banik,,,77257.0
Ekta Kala,63.0,Mumbai,91931.0
Raghav Pall,23.0,Mumbai,54039.0
Mitesh Ratti,55.0,Mumbai,34764.0
Bhavna Mangat,44.0,Mumbai,
Tanveer Sura,29.0,Delhi,
Ishani Goda,18.0,,40356.0
Chandran Mishra,64.0,Delhi,
Aahana Handa,25.0,Mumbai,
Avi Gara,,Delhi,48447.0
Yashodhara Kohli,57.0,Delhi,
Oliver Arya,42.0,Mumbai,
Warda Kant,24.0,,59440.0
,55.0,Delhi,
Nandini Kade,49.0,Mumbai,
Naveen Iyengar,19.0,Delhi,
Yachana Barman,64.0,Mumbai,
Qarin Shroff,60.0,Mumbai,38755.0
Rayaan Aggarwal,,,
Girik Savant,,,71731.0
Krisha De,60.0,,70892.0
Gaurika Kaur,66.0,Delhi,
Bahadurjit Seth,60.0,Delhi,
Aahana Mitra,70.0,Mumbai,
Adweta Kurian,40.0,Mumbai,87667.0
Sudiksha Dalal,31.0,,
Ira Parekh,27.0,Delhi,
,34.0,Mumbai,
Parth Devi,49.0,Mumbai,
,43.0,Mumbai,
Dipta Arora,47.0,Mumbai,
Bhavika Khanna,,,
Rachita Choudhary,30.0,Delhi,67919.0
Amruta Kannan,58.0,Delhi,
Tarak Sant,31.0,Mumbai,74446.0
Xavier Saraf,61.0,Mumbai,
Liam Raj,69.0,,87509.0
Gauri Kar,65.0,Mumbai,45826.0
William Chand,59.0,Delhi,
Rayaan Ganguly,,,47825.0
Yashodhara Suresh,,,
Ekaraj Wali,42.0,,
Amrita Venkatesh,40.0,Delhi,
Oscar Pandit,41.0,Mumbai,96623.0
Gayathri Bajwa,38.0,,
Abeer Bhakta,60.0,Mumbai,
Vincent Bala,54.0,Mumbai,81046.0
Nathaniel Doshi,31.0,,43342.0
Samuel Rau,,,22791.0
Chaitaly Bera,39.0,,94067.0
Mohini Rastogi,44.0,Mumbai,37670.0
Wyatt Natt,57.0,Delhi,64439.0
Lucky Gandhi,62.0,,96036.0
Dakshesh Goswami,66.0,Delhi,42320.0
Ekansh Vora,49.0,Delhi,47853.0
Aradhana Shere,53.0,Mumbai,
Isaac Seth,,Mumbai,56010.0
Ati Sarraf,,Mumbai,38404.0
Xavier Bhat,70.0,Mumbai,
,42.0,Delhi,
,55.0,Delhi,61346.0
Jagdish Bumb,32.0,,59858.0
Sai Kuruvilla,21.0,Mumbai,97655.0
Qadim Sandhu,24.0,Mumbai,
Frado Mahajan,31.0,Delhi,85938.0
Aadhya Sani,52.0,Mumbai,51014.0
Triya Sur,58.0,Mumbai,37830.0
Vaishnavi Buch,,,34160.0
,66.0,,
Naveen Raghavan,43.0,Delhi,68254.0
Xalak Chaudry,63.0,Delhi,
Darika Rastogi,65.0,Mumbai,26690.0
Lohit Dhar,41.0,,
Jeremiah Sura,55.0,,
,20.0,Mumbai,
Balendra Ramaswamy,40.0,,52407.0
Gunbir Wali,60.0,,93622.0
Laban Raja,30.0,Delhi,
Zaitra Mittal,28.0,,
Girik Walia,30.0,Delhi,50659.0
Yahvi Nair,35.0,Mumbai,
Aditya Patel,51.0,Delhi,27434.0
Eta Rout,36.0,,
Fiyaz Bhat,54.0,Mumbai,40294.0
Laban Mall,,,21002.0
Gabriel Gill,61.0,,54760.0
,53.0,Delhi,35673.0
,21.0,Mumbai,
Kiaan Narayan,31.0,Delhi,49868.0
Jack Purohit,49.0,Delhi,
Oscar Pandya,62.0,,81773.0
Janaki Acharya,50.0,Delhi,
,56.0,Delhi,44369.0
Michael Loke,32.0,Mumbai,49575.0
Yashasvi Mital,35.0,,
,,Mumbai,87252.0
Abeer Rama,69.0,Delhi,
,68.0,,72270.0
Adweta Parikh,50.0,Delhi,
Advaith Raghavan,34.0,Delhi,52044.0
Aradhana Prabhu,70.0,Mumbai,
Zehaan Gill,,,93043.0
Neel Thaker,23.0,,33127.0
Matthew Lanka,47.0,Delhi,
Ojas Ramakrishnan,65.0,Mumbai,36665.0
Abha Virk,48.0,Delhi,53145.0
Laban Raju,30.0,Mumbai,34083.0
Ryan Parmer,,Delhi,70932.0
Faqid Manda,49.0,Delhi,33347.0
Krishna Soni,32.0,,
Ria Garde,42.0,Mumbai,37713.0
Bina Chaudhuri,62.0,,
Noah Sane,18.0,,
Yashoda Vasa,66.0,,
Dhruv Narayanan,47.0,Delhi,30245.0
Nicholas Chanda,44.0,,
Atharv Verma,32.0,,22469.0
Faras Rajan,29.0,Delhi,22783.0
Harshil Kala,44.0,Delhi,
Omaja Bajwa,46.0,Delhi,
Chakrika Khalsa,35.0,,42756.0
Harshil Kurian,42.0,Mumbai,89730.0
Ekiya Biswas,31.0,Delhi,43923.0
Gautam Sami,31.0,Mumbai,29299.0
Brijesh Mall,53.0,Delhi,70326.0
,67.0,,
Gaurav Ganesan,22.0,,
,45.0,Delhi,
Anita Rai,52.0,Delhi,73782.0
Laban Kalla,39.0,Delhi,
Yagnesh Shankar,19.0,Delhi,
Tanay Ratta,,Delhi,65968.0
Yagnesh Bhavsar,31.0,,
Girindra Seth,42.0,,49586.0
Rachana Raju,24.0,Delhi,
,24.0,Delhi,
Charita Pradhan,63.0,Delhi,55932.0
Anjali Nanda,54.0,,29201.0
Sarthak Jani,29.0,Delhi,23338.0
Isaiah Rai,40.0,,20033.0
Ekani Sinha,63.0,,35838.0
Atharv Vala,,Mumbai,
Champak Sehgal,42.0,Delhi,27353.0
Omaja Kunda,30.0,Delhi,
Mohini Dey,47.0,Delhi,
Upkaar Pillai,28.0,,
Neha Behl,,Delhi,85159.0
Ria Banerjee,,,
Mohammed Murty,25.0,Mumbai,
Meera Yadav,54.0,Delhi,
Alka Majumdar,49.0,Delhi,63821.0
Bhavna Rastogi,32.0,,
,35.0,Delhi,50821.0
Alexander Dass,54.0,,71702.0
Chakrika Gupta,28.0,,83028.0
Zansi Mohanty,69.0,Mumbai,92805.0
Udyati Tailor,38.0,Mumbai,32079.0
Yagnesh Majumdar,48.0,Delhi,
,47.0,,64107.0
Pranav Murthy,,,63651.0
,59.0,,
Om Dasgupta,70.0,,59149.0
Vasudha Krishna,34.0,,
,66.0,Mumbai,92438.0
Tristan Sagar,60.0,,30984.0
Yamini Dasgupta,23.0,Mumbai,36264.0
Wakeeta Bhatnagar,51.0,Delhi,86888.0
Omaja Anne,53.0,Delhi,57045.0
Waida Chaudhry,57.0,Mumbai,
,51.0,,
Gautami Sandal,57.0,,
Nitara Murthy,57.0,Delhi,
Vansha Rai,65.0,Delhi,40660.0
Madhavi Khanna,58.0,Delhi,93025.0
Suhani Khanna,26.0,,99562.0
Devansh Sarma,57.0,Delhi,
Ekani Parmar,23.0,Mumbai,37095.0
Keya Mital,54.0,,
Triveni Sarraf,61.0,Mumbai,55774.0
Naveen Bhasin,46.0,Delhi,
Agastya Chahal,69.0,Delhi,66320.0
,51.0,,
,20.0,Mumbai,
Balhaar Dada,28.0,Delhi,31025.0
Dev Sama,34.0,Mumbai,90799.0
Barkha Vaidya,70.0,,
Yashvi Kulkarni,55.0,,
Warda Chaudhry,51.0,Mumbai,
Faras Sundaram,55.0,Mumbai,49667.0
Saanvi Modi,40.0,Delhi,73681.0
,37.0,Delhi,
Rajeshri Kota,48.0,Mumbai,60368.0
Varenya Pingle,24.0,Mumbai,95552.0
Anirudh Kannan,38.0,,24144.0
Devansh Sama,59.0,Mumbai,
,21.0,,
Jalsa Majumdar,23.0,,
Riya Choudhry,63.0,,69367.0
Ojas Loke,,Delhi,72781.0
Victor Samra,,Delhi,
Saksham Goel,54.0,Delhi,
Kashish Pal,68.0,Delhi,41655.0
Wyatt Sood,22.0,,
Gauri Chauhan,59.0,,31942.0
Hemang Memon,58.0,Mumbai,98268.0
Chatura Manne,58.0,Delhi,52305.0
Amaira Char,40.0,Mumbai,23072.0
Tanveer Bassi,,,
Warinder Naidu,50.0,Mumbai,
Charita Patla,25.0,Mumbai,37964.0
,45.0,Delhi,79002.0
Hredhaan Mishra,59.0,Mumbai,45453.0
Kai Bhavsar,45.0,,57075.0
Vivaan Saxena,70.0,,
Yoshita Ray,63.0,Mumbai,20277.0
Vedika Viswanathan,37.0,Mumbai,66392.0
Jacob Khurana,45.0,Delhi,27544.0
Gavin Nazareth,48.0,Delhi,32508.0
Ijaya Mannan,52.0,Delhi,
Nitara Manda,29.0,Delhi,38154.0
Mitali Menon,64.0,Mumbai,
William More,27.0,Delhi,38286.0
Maya Dugal,,Mumbai,
,22.0,Delhi,73137.0
Amaira Borde,26.0,Delhi,90992.0
Nandini Parsa,46.0,Mumbai,
,52.0,,46358.0
Eshana Rajagopalan,31.0,,94301.0
Darsh Johal,43.0,Delhi,24165.0
,63.0,Delhi,66426.0
Harini Solanki,70.0,,71970.0
Nathan Mangal,68.0,Mumbai,
Udarsh Iyengar,50.0,,22767.0
Aadi Yohannan,39.0,Delhi,
Darpan Kala,64.0,Mumbai,
Onkar Dass,64.0,Mumbai,22539.0
Chaitaly Modi,46.0,,
Chandani Koshy,48.0,Delhi,
Harinakshi Cherian,26.0,Mumbai,
Leena Rattan,31.0,Mumbai,20288.0
Wishi Lad,18.0,,
Isaac Doctor,43.0,Delhi,
Sanya Dar,64.0,Mumbai,24296.0
Yashoda Buch,52.0,,
Yamini Rama,26.0,Delhi,75268.0
Ekantika Konda,42.0,,
Dalbir Bahri,,,27852.0
Faraj Mahajan,23.0,,63782.0
Udyati Nagar,22.0,Delhi,47044.0
Imaran Prasad,,Delhi,
Vanya Borra,40.0,Delhi,
Krishna Hora,50.0,Delhi,
Waida Merchant,52.0,Delhi,
Yashawini Bhattacharyya,24.0,,
David Mohan,59.0,Mumbai,84518.0
Sai Sekhon,58.0,Mumbai,56224.0
Sanaya Bobal,42.0,Mumbai,
,47.0,,
Logan Sethi,70.0,Delhi,
Wridesh Rao,20.0,Mumbai,
Upasna Suri,53.0,,54328.0
Ridhi Banerjee,50.0,,46665.0
Naksh Karpe,46.0,Delhi,
Aryan Sarin,56.0,Delhi,
Yug Karnik,69.0,Mumbai,57522.0
Bachittar Badami,64.0,,
Bhanumati Shroff,41.0,Delhi,
Aachal Char,,Delhi,
Balhaar Deol,69.0,Delhi,30949.0
,27.0,Mumbai,69106.0
Netra Nair,19.0,,
Vinaya Thaman,47.0,Delhi,
Saumya Rattan,,Mumbai,39393.0
Zinal Lad,,Delhi,
Ria Buch,20.0,Mumbai,
Patrick Talwar,60.0,Delhi,47114.0
Faqid Chander,60.0,,26159.0
Chaitanya Anand,54.0,Mumbai,
Ekalinga Barman,49.0,Delhi,
,56.0,Delhi,22837.0
Daniel Uppal,66.0,Delhi,83928.0
Kamya Wason,,Mumbai,92190.0
Anthony Ravel,39.0,Mumbai,48942.0
Aradhana Behl,35.0,Delhi,37672.0
Ekani Bhagat,59.0,Mumbai,38024.0
Yauvani Khosla,33.0,Delhi,
Ronith Bhandari,68.0,,
Dhriti Dass,62.0,Mumbai,40682.0
Gopal Wali,,,
Rachit Parekh,35.0,Mumbai,
Om Lall,36.0,Mumbai,92868.0
Ayush Balan,38.0,,82610.0
Pranit Chada,35.0,Mumbai,
Ekani Sandhu,47.0,Mumbai,
,,Mumbai,
Pratyush Kala,,Mumbai,
Janya Chanda,40.0,Delhi,66774.0
Pranit Koshy,26.0,,21988.0
Imaran Barman,56.0,Delhi,
,46.0,,81008.0
Jatin Gala,55.0,Delhi,
Advik Chatterjee,61.0,Delhi,61307.0
Vincent Kara,35.0,Mumbai,98235.0
Tarak Bhalla,56.0,,82045.0
Harshil Nadkarni,19.0,Delhi,91195.0
Bhavika Arya,60.0,Delhi,88811.0
Ronith Master,33.0,Mumbai,
Anya Garde,22.0,,98303.0
Christopher Pandey,25.0,Mumbai,
Om Walia,59.0,,
Reyansh Aurora,41.0,Delhi,91250.0
Yoshita Chauhan,26.0,Mumbai,38439.0
Jairaj Brar,31.0,Delhi,64033.0
Dakshesh Rajan,44.0,Mumbai,
Samesh Wason,42.0,Delhi,62380.0
,41.0,,59109.0
Yashasvi Borde,69.0,Delhi,
Tanvi Memon,24.0,Mumbai,
Krishna Hayre,54.0,Delhi,31324.0
Zansi Vala,46.0,,47681.0
,38.0,,
Vidhi Kapadia,35.0,Delhi,27045.0
Onkar Kaur,48.0,Mumbai,86239.0
Vedika Master,,,
Daksh Parsa,23.0,Mumbai,99736.0
Kamala Sastry,27.0,,
Idika Magar,34.0,Mumbai,53524.0
Lakshmi Anne,54.0,Mumbai,
Aishani Basak,26.0,Mumbai,
Frederick Das,35.0,Delhi,60607.0
Agastya Raman,40.0,Mumbai,39172.0
Nitara Dhingra,53.0,Delhi,
Samarth Patla,,Mumbai,31786.0
Eta Chandran,40.0,,52154.0
Noah Bhavsar,20.0,,48984.0
Urvi Contractor,30.0,Delhi,37733.0
Xiti Sundaram,38.0,Mumbai,39616.0
Frado Joshi,40.0,Mumbai,94886.0
Dayamai Gola,,Mumbai,21737.0
Charles Mani,,,48367.0
Zayan Basak,52.0,Delhi,54309.0
Gavin Sharaf,44.0,Mumbai,
Henry Som,46.0,,84784.0
Upadhriti Gulati,34.0,,87104.0
Eta Mallick,39.0,Mumbai,20542.0
Ayush Sant,65.0,Delhi,81831.0
Nimrat Bhargava,49.0,Delhi,
Yagnesh Raman,62.0,Delhi,83794.0
Yasti Oommen,36.0,Delhi,
Isha Kannan,54.0,Delhi,
Aarav Lad,47.0,,30302.0
Yatan Tripathi,25.0,,
Jeet Toor,47.0,Mumbai,72530.0
Tanmayi Patil,55.0,Delhi,
Charvi Sarna,40.0,Mumbai,62540.0
Mohammed Edwin,69.0,Mumbai,27585.0
Anvi Mohan,46.0,Delhi,
,18.0,,22704.0
Qasim Cheema,30.0,Mumbai,72583.0
Jagat Manne,,,
Tanveer Muni,51.0,Mumbai,
Eta Agarwal,68.0,Delhi,25985.0
Dominic Golla,42.0,,
,23.0,Delhi,80428.0
Vamakshi Sani,28.0,,91088.0
Odika Kara,37.0,Mumbai,
,67.0,Mumbai,55059.0
Reyansh Bakshi,42.0,Mumbai,
Madhav Parikh,42.0,Mumbai,29605.0
Ijaya Bhalla,21.0,,69850.0
Ekavir Bahri,27.0,Mumbai,
Benjamin Yogi,22.0,Delhi,
Isaac Memon,42.0,,22904.0
Yauvani Gokhale,43.0,Mumbai,81787.0
Gaurang Sharma,56.0,Delhi,57039.0
Pooja Dara,53.0,Mumbai,74781.0
Warinder Narayan,24.0,,24672.0
,63.0,Delhi,54920.0
Jack Rau,45.0,,42795.0
Lila Ramaswamy,58.0,Mumbai,98813.0
Ridhi Chander,44.0,Delhi,29718.0
,23.0,Delhi,30856.0
Gavin Tank,68.0,Mumbai,
,67.0,Mumbai,57061.0
Sanya Bhatt,47.0,,91998.0
Rishi Tata,19.0,Mumbai,40749.0
,51.0,Mumbai,22139.0
Xavier Comar,41.0,,94302.0
,31.0,,87562.0
Gaurav Sane,51.0,,39377.0
Ucchal Kakar,52.0,Mumbai,
,26.0,Delhi,83986.0
Frado Misra,53.0,,
Nidra Raja,36.0,Mumbai,
Utkarsh Sarraf,44.0,Mumbai,66888.0
Laksh Sura,,Delhi,27459.0
Bachittar Srinivasan,23.0,Delhi,87182.0
Idika Sani,47.0,,
Daniel Ratta,26.0,,78337.0
Warjas Divan,32.0,,
Chaitaly Deshmukh,39.0,Mumbai,58745.0
Udyati Sibal,64.0,Delhi,
Yoshita Srinivasan,58.0,Delhi,47855.0
Lakshit Khare,35.0,Delhi,95491.0
Inaya Rajagopal,47.0,Mumbai,
Sudiksha Sane,25.0,Delhi,36071.0
David Chatterjee,59.0,Delhi,
Osha Naik,48.0,Delhi,
Ekaraj Ganesh,28.0,Delhi,
Bhavika Mukhopadhyay,25.0,,46442.0
Gautami Bhatti,48.0,Mumbai,23397.0
Ishwar Setty,39.0,Delhi,30462.0
